# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
7.0802,1229.9,93.941,-17.007,93.944,17.007,13.767,-0.0066736,13.767,-0.027775,0.80049,0.14991,37.2,-80.6,9.7949,0.035236,-3.4223e-7,1.5049,-0.0067709,1705.5,0,0.58512,0.0079262,121.07,108.92,1.5435,0.28069,8979207,0,12.301,0.53633,0.53633,0.35581,0.050276,0.13024,0.0061274,0.0096097,-3.2273e-5,0,0,0,0,1.0528e-4,0.010914,7.87,48.645,88.241,-0.023093,NaN,5.8229,854.94,334.83,0.01,0.35724
7.0902,1230.8,93.771,-16.977,93.774,16.979,13.775,-0.0066821,13.775,-0.027794,0.79861,0.22517,37.2,-80.6,9.7949,0.0018771,-3.4218e-7,1.5071,-0.13987,1705.5,0,0.58512,0.0079262,121.12,108.92,1.5504,0.28019,8962356,0,12.255,0.53628,0.53628,0.35582,0.050255,0.13021,3.2594e-4,6.0859e-6,-4.1883e-4,0,0,0,0,1.0596e-4,0.010894,7.87,48.645,88.256,-0.022845,NaN,5.8168,854.84,334.82,0.01,0.35743
7.1002,1231.7,93.601,-16.948,93.604,16.95,13.783,-0.0066906,13.783,-0.027813,0.79599,0.29783,37.2,-80.6,9.7949,0.030626,-3.4222e-7,-1.5062,-0.0094308,1705.5,0,0.58512,0.0079262,121.07,108.92,1.5443,0.27969,8945533,0,12.208,0.53623,0.53624,0.35583,0.050234,0.13017,0.0053244,0.0080634,-7.7788e-5,0,0,0,0,-1.0622e-4,0.010874,7.87,48.645,88.272,-0.022528,NaN,5.8108,854.74,334.82,0.01,0.35761
7.1102,1232.7,93.432,-16.92,93.435,16.923,13.791,-0.0066991,13.791,-0.027833,0.79287,0.32549,37.2,-80.6,9.7949,0.043854,-3.4211e-7,-1.4887,-0.0063127,1705.5,0,0.58512,0.0079262,121.05,108.92,1.5415,0.27918,8928650,0,12.162,0.53619,0.53619,0.35584,0.050214,0.13013,0.0076284,0.011391,-3.4171e-4,0,0,0,0,-1.0414e-4,0.010854,7.87,48.645,88.287,-0.022149,NaN,5.8047,854.64,334.82,0.01,0.35791
7.1202,1233.6,93.263,-16.892,93.266,16.896,13.799,-0.0067077,13.799,-0.027852,0.78949,0.35211,37.2,-80.6,9.7949,0.056699,-3.4259e-7,-1.4651,-0.0046994,1705.5,0,0.58512,0.0079262,121.03,108.92,1.5387,0.27868,8911796,0,12.116,0.53614,0.53614,0.35585,0.050193,0.1301,0.009868,0.014815,-1.8592e-5,0,0,0,0,-1.0124e-4,0.010835,7.87,48.645,88.301,-0.021797,NaN,5.7986,854.54,334.81,0.01,0.35826
7.1302,1234.5,93.094,-16.864,93.097,16.868,13.806,-0.0067163,13.806,-0.027872,0.78584,0.37759,37.2,-80.6,9.7949,0.069106,-3.4255e-7,-1.4356,-0.0043387,1705.5,0,0.58512,0.0079262,121.01,108.92,1.536,0.27818,8894972,0,12.07,0.53609,0.5361,0.35586,0.050172,0.13006,0.012033,0.018303,2.6205e-4,0,0,0,0,-9.7552e-5,0.010815,7.87,48.645,88.316,-0.021348,NaN,5.7926,854.44,334.81,0.01,0.35862
7.1402,1235.5,92.925,-16.837,92.929,16.841,13.814,-0.0067249,13.814,-0.027892,0.78194,0.40183,37.2,-80.6,9.7949,0.081025,-3.4295e-7,-1.401,-0.0036221,1705.5,0,0.58512,0.0079262,120.99,108.92,1.5335,0.27768,8878177,0,12.024,0.53605,0.53606,0.35587,0.050152,0.13002,0.014116,0.021906,2.3998e-5,0,0,0,0,-9.3247e-5,0.010796,7.87,48.645,88.33,-0.020729,NaN,5.7865,854.34,334.81,0.01,0.359
7.1502,1236.4,92.757,-16.809,92.76,16.815,13.822,-0.0067335,13.822,-0.027912,0.7778,0.42445,37.2,-80.6,9.7949,0.092288,-3.4285e-7,-1.361,-0.0030743,1705.5,0,0.58512,0.0079262,120.97,108.92,1.531,0.27718,8861410,0,11.979,0.536,0.53601,0.35588,0.050131,0.12999,0.016086,0.024754,1.5635e-4,0,0,0,0,-8.8318e-5,0.010776,7.87,48.645,88.344,-0.020074,NaN,5.7805,854.24,334.8,0.01,0.35934
7.1602,1237.3,92.589,-16.782,92.592,16.788,13.83,-0.006742,13.83,-0.027932,0.77351,0.43471,37.2,-80.6,9.7949,0.098189,-3.421e-7,-1.3176,-0.0026133,1705.5,0,0.58512,0.0079262,120.96,108.92,1.5297,0.27668,8844650,0,11.933,0.53595,0.53597,0.35589,0.050111,0.12995,0.017118,0.026044,-4.7783e-4,0,0,0,0,-8.3074e-5,0.010757,7.87,48.645,88.357,-0.019432,NaN,5.7745,854.14,334.8,0.01,0.35967
7.1702,1238.2,92.421,-16.755,92.425,16.761,13.838,-0.0067506,13.838,-0.027952,0.76911,0.44373,37.2,-80.6,9.7949,0.10355,-3.424e-7,-1.2716,-0.0021842,1705.5,0,0.58512,0.0079262,120.95,108.92,1.5285,0.27618,8827920,0,11.888,0.53591,0.53592,0.3559,0.05009,0.12992,0.018057,0.028036,3.7374e-4,0,0,0,0,-7.765e-5,0.010737,7.87,48.645,88.37,-0.018853,NaN,5.7684,854.04,334.79,0.01,0.36001
7.1802,1239.2,92.254,-16.729,92.257,16.735,13.845,-0.0067592,13.845,-0.027971,0.76464,0.45147,37.2,-80.6,9.7949,0.10836,-3.4176e-7,-1.2234,-0.0021811,1705.5,0,0.58512,0.0079262,120.94,108.92,1.5274,0.27568,8811218,0,11.842,0.53586,0.53588,0.35591,0.05007,0.12988,0.018898,0.028927,2.3476e-4,0,0,0,0,-7.2139e-5,0.010718,7.87,48.645,88.383,-0.018192,NaN,5.7624,853.95,334.79,0.01,0.36034
7.1902,1240.1,92.087,-16.702,92.09,16.708,13.853,-0.0067677,13.853,-0.027991,0.76009,0.45792,37.2,-80.6,9.7949,0.11259,-3.4105e-7,-1.1735,-0.0022352,1705.5,0,0.58512,0.0079262,120.93,108.92,1.5265,0.27518,8794545,0,11.797,0.53581,0.53583,0.35592,0.05005,0.12984,0.01964,0.029697,1.5955e-4,0,0,0,0,-6.6621e-5,0.010698,7.87,48.645,88.395,-0.01743,NaN,5.7564,853.85,334.79,0.01,0.36053
7.2002,1241,91.92,-16.676,91.923,16.682,13.86,-0.0067762,13.86,-0.028011,0.75548,0.4631,37.2,-80.6,9.7949,0.11626,-3.4192e-7,-1.1218,-0.0021959,1705.5,0,0.58512,0.0079262,120.93,108.92,1.5256,0.27469,8777902,0,11.752,0.53577,0.53579,0.35593,0.05003,0.12981,0.020282,0.031311,-4.7067e-4,0,0,0,0,-6.1097e-5,0.010679,7.87,48.645,88.406,-0.016569,NaN,5.7505,853.75,334.78,0.01,0.36073
7.2102,1241.9,91.753,-16.649,91.756,16.656,13.868,-0.0067847,13.868,-0.028031,0.75083,0.46727,37.2,-80.6,9.7949,0.11947,-3.4164e-7,-1.0688,-0.001416,1705.5,0,0.58512,0.0079262,120.92,108.92,1.5249,0.27419,8761287,0,11.708,0.53572,0.53575,0.35594,0.05001,0.12977,0.020845,0.031605,-2.0404e-4,0,0,0,0,-5.5664e-5,0.010659,7.87,48.645,88.417,-0.015778,NaN,5.7445,853.65,334.78,0.01,0.36097
7.2202,1242.8,91.587,-16.623,91.59,16.63,13.875,-0.0067932,13.875,-0.028051,0.74614,0.47016,37.2,-80.6,9.7948,0.12209,-3.4132e-7,-1.0148,-7.6094e-4,1705.5,0,0.58512,0.0079262,120.92,108.92,1.5242,0.2737,8744702,0,11.663,0.53568,0.5357,0.35595,0.04999,0.12974,0.021305,0.032942,-1.6692e-4,0,0,0,0,-5.0365e-5,0.01064,7.87,48.645,88.427,-0.015166,NaN,5.7385,853.55,334.78,0.01,0.36117
7.2302,1243.8,91.421,-16.597,91.424,16.604,13.883,-0.0068016,13.883,-0.028071,0.74143,0.47177,37.2,-80.6,9.7948,0.12413,-3.4152e-7,-0.96024,-5.5253e-4,1705.5,0,0.58512,0.0079262,120.91,108.92,1.5237,0.2732,8728145,0,11.619,0.53563,0.53566,0.35596,0.04997,0.1297,0.02166,0.033478,-1.9511e-4,0,0,0,0,-4.5258e-5,0.010621,7.87,48.645,88.437,-0.014685,NaN,5.7326,853.46,334.77,0.01,0.36135
7.2402,1244.7,91.255,-16.571,91.258,16.578,13.89,-0.00681,13.89,-0.028091,0.73671,0.47211,37.2,-80.6,9.7948,0.12557,-3.4236e-7,-0.90442,-5.8721e-4,1705.5,0,0.58512,0.0079262,120.91,108.92,1.5233,0.27271,8711616,0,11.575,0.53559,0.53561,0.35597,0.04995,0.12967,0.021913,0.033444,-2.8723e-4,0,0,0,0,-4.0296e-5,0.010602,7.87,48.645,88.447,-0.014206,NaN,5.7267,853.36,334.77,0.01,0.36154
7.2502,1245.6,91.089,-16.546,91.092,16.552,13.898,-0.0068184,13.898,-0.02811,0.73199,0.47181,37.2,-80.6,9.7948,0.1267,-3.421e-7,-0.84858,-1.9655e-4,1705.5,0,0.58512,0.0079262,120.91,108.92,1.523,0.27221,8695117,0,11.53,0.53554,0.53557,0.35598,0.04993,0.12963,0.02211,0.033704,2.9804e-5,0,0,0,0,-3.5603e-5,0.010582,7.87,48.645,88.455,-0.013793,NaN,5.7207,853.26,334.77,0.01,0.36173
7.2602,1246.5,90.924,-16.519,90.927,16.527,13.905,-0.0068267,13.905,-0.02813,0.72716,0.49423,37.2,-80.6,9.7948,0.13808,-3.4159e-7,-0.79069,-3.1439e-4,1705.5,0,0.58512,0.0079262,120.89,108.92,1.5206,0.27172,8678694,0,11.487,0.5355,0.53553,0.35599,0.04991,0.1296,0.024109,0.036289,8.3446e-5,0,0,0,0,-3.1023e-5,0.010563,7.87,48.645,88.464,-0.013401,NaN,5.7148,853.17,334.76,0.01,0.36192
7.2702,1247.4,90.759,-16.493,90.762,16.501,13.912,-0.0068349,13.912,-0.028149,0.72211,0.51495,37.2,-80.6,9.7948,0.14873,-3.4132e-7,-0.72778,-5.4264e-4,1705.5,0,0.58512,0.0079262,120.87,108.92,1.5183,0.27123,8662299,0,11.443,0.53545,0.53549,0.356,0.049891,0.12956,0.02598,0.039851,9.6434e-5,0,0,0,0,-2.6379e-5,0.010544,7.87,48.645,88.471,-0.012973,NaN,5.7089,853.07,334.76,0.01,0.3621
7.2802,1248.3,90.594,-16.467,90.597,16.476,13.919,-0.0068431,13.919,-0.028168,0.71687,0.53391,37.2,-80.6,9.7948,0.15862,-3.4244e-7,-0.66064,-8.1199e-4,1705.5,0,0.58512,0.0079262,120.85,108.92,1.5162,0.27074,8645932,0,11.4,0.53541,0.53545,0.35601,0.049871,0.12953,0.027717,0.041711,4.613e-5,0,0,0,0,-2.1815e-5,0.010525,7.87,48.645,88.478,-0.012486,NaN,5.703,852.97,334.75,0.01,0.36229
7.2902,1249.2,90.43,-16.442,90.432,16.451,13.927,-0.0068513,13.927,-0.028187,0.71144,0.55108,37.2,-80.6,9.7948,0.1677,-3.425e-7,-0.59,-6.6177e-4,1705.5,0,0.58512,0.0079262,120.84,108.92,1.5142,0.27026,8629593,0,11.357,0.53536,0.53541,0.35602,0.049852,0.1295,0.029316,0.044155,-2.4757e-4,0,0,0,0,-1.7463e-5,0.010506,7.87,48.645,88.484,-0.011992,NaN,5.6971,852.88,334.75,0.01,0.36247
7.3002,1250.1,90.265,-16.416,90.268,16.426,13.934,-0.0068594,13.934,-0.028206,0.70585,0.56745,37.2,-80.6,9.7948,0.17644,-3.4295e-7,-0.51572,-8.3655e-4,1705.5,0,0.58512,0.0079262,120.82,108.92,1.5124,0.26977,8613283,0,11.314,0.53532,0.53537,0.35603,0.049832,0.12946,0.030854,0.046671,-1.4559e-4,0,0,0,0,-1.3391e-5,0.010487,7.87,48.645,88.49,-0.01154,NaN,5.6913,852.78,334.75,0.01,0.36265
7.3102,1251,90.101,-16.39,90.104,16.401,13.941,-0.0068675,13.941,-0.028225,0.6999,0.62185,37.2,-80.6,9.7948,0.20264,-3.433e-7,-0.43444,-7.5823e-4,1705.5,0,0.58512,0.0079262,120.78,108.92,1.5069,0.26928,8597083,0,11.271,0.53527,0.53534,0.35603,0.049813,0.12943,0.035475,0.053873,-4.1412e-4,0,0,0,0,-9.537e-6,0.010467,7.87,48.645,88.495,-0.011098,NaN,5.6854,852.69,334.74,0.01,0.36284
7.3202,1251.9,89.938,-16.364,89.94,16.377,13.948,-0.0068754,13.948,-0.028244,0.69342,0.67359,37.2,-80.6,9.7948,0.22771,-3.4203e-7,-0.34211,-8.9467e-4,1705.5,0,0.58512,0.0079262,120.74,108.92,1.5017,0.2688,8580910,0,11.229,0.53523,0.53532,0.35604,0.049794,0.12939,0.039907,0.060266,-4.9007e-4,0,0,0,0,-5.9354e-6,0.010448,7.87,48.645,88.499,-0.010683,NaN,5.6795,852.59,334.74,0.01,0.36302
7.3302,1252.8,89.774,-16.338,89.777,16.354,13.955,-0.0068834,13.955,-0.028262,0.68644,0.72253,37.2,-80.6,9.7948,0.25156,-3.4402e-7,-0.24071,-7.8476e-4,1705.5,0,0.58512,0.0079262,120.7,108.92,1.4967,0.26832,8564766,0,11.187,0.53519,0.53529,0.35605,0.049775,0.12936,0.044132,0.066488,-3.7725e-4,0,0,0,0,-2.9492e-6,0.010429,7.87,48.645,88.502,-0.010297,NaN,5.6737,852.49,334.74,0.01,0.36321
7.3402,1253.7,89.611,-16.312,89.613,16.33,13.961,-0.0068913,13.961,-0.028281,0.67898,0.76851,37.2,-80.6,9.7948,0.27411,-3.4333e-7,-0.12968,-4.0918e-4,1705.5,0,0.58512,0.0079262,120.66,108.92,1.492,0.26784,8548650,0,11.145,0.53514,0.53527,0.35606,0.049756,0.12933,0.048135,0.071861,4.8677e-4,0,0,0,0,-8.591e-7,0.01041,7.87,48.645,88.503,-0.010044,NaN,5.6679,852.4,334.73,0.01,0.36339
7.3502,1254.6,89.448,-16.286,89.45,16.306,13.968,-0.0068991,13.968,-0.028299,0.67108,0.8116,37.2,-80.6,9.7948,0.29539,-3.4382e-7,-0.010421,-5.0692e-4,1705.5,0,0.58512,0.0079262,120.63,108.92,1.4876,0.26735,8532561,0,11.103,0.5351,0.53524,0.35607,0.049737,0.12929,0.051918,0.076748,3.0327e-4,0,0,0,0,-5.5673e-9,0.010391,7.87,48.645,88.504,-0.0098257,NaN,5.6621,852.3,334.73,0.01,0.36357
7.3602,1255.5,89.285,-16.261,89.288,16.283,13.975,-0.0069068,13.975,-0.028318,0.66272,0.85905,37.2,-80.6,9.7948,0.31874,-3.4265e-7,0.1172,-7.7821e-4,1705.5,0,0.58512,0.0079262,120.59,108.92,1.4828,0.26687,8516517,0,11.062,0.53506,0.53523,0.35608,0.049718,0.12926,0.056078,0.083413,8.4762e-5,0,0,0,0,7.067e-7,0.010373,7.87,48.645,88.504,-0.0095651,NaN,5.6562,852.21,334.73,0.01,0.36376
7.3702,1256.4,89.123,-16.235,89.125,16.26,13.981,-0.0069145,13.981,-0.028336,0.65391,0.90308,37.2,-80.6,9.7948,0.34055,-3.4312e-7,0.25405,-0.0010671,1705.5,0,0.58512,0.0079262,120.55,108.92,1.4783,0.2664,8500500,0,11.02,0.53502,0.53521,0.35609,0.049699,0.12923,0.059971,0.088163,3.3712e-4,0,0,0,0,3.3328e-6,0.010354,7.87,48.645,88.502,-0.0092318,NaN,5.6504,852.11,334.72,0.01,0.36399
7.3802,1257.3,88.96,-16.21,88.963,16.237,13.988,-0.0069222,13.988,-0.028354,0.64467,0.94357,37.2,-80.6,9.7948,0.36077,-3.4087e-7,0.39852,-0.0011564,1705.5,0,0.58512,0.0079262,120.52,108.92,1.4741,0.26592,8484512,0,10.979,0.53497,0.53519,0.3561,0.049681,0.12919,0.063585,0.093745,-8.8299e-5,0,0,0,0,8.2312e-6,0.010335,7.87,48.645,88.498,-0.0088591,NaN,5.6447,852.02,334.72,0.01,0.36417
7.3902,1258.2,88.798,-16.185,88.801,16.215,13.994,-0.0069297,13.994,-0.028372,0.63505,0.98044,37.2,-80.6,9.7948,0.37933,-3.4054e-7,0.55016,-6.9068e-4,1705.5,0,0.58512,0.0079262,120.49,108.92,1.4703,0.26544,8468550,0,10.938,0.53493,0.53517,0.35611,0.049662,0.12916,0.066909,0.09862,-6.2348e-5,0,0,0,0,1.5743e-5,0.010316,7.87,48.645,88.494,-0.0086081,NaN,5.6389,851.92,334.72,0.01,0.36436
7.4002,1259.1,88.637,-16.16,88.639,16.192,14.001,-0.0069372,14.001,-0.02839,0.62508,1.0123,37.2,-80.6,9.7948,0.39558,-3.4076e-7,0.70829,-3.5259e-4,1705.5,0,0.58512,0.0079262,120.46,108.92,1.4669,0.26496,8452613,0,10.897,0.53489,0.53514,0.35612,0.049643,0.12913,0.069822,0.10222,-5.551e-6,0,0,0,0,2.6189e-5,0.010297,7.87,48.645,88.487,-0.0085224,NaN,5.6331,851.83,334.71,0.01,0.36454
7.4102,1259.9,88.475,-16.136,88.477,16.166,14.007,-0.0069447,14.007,-0.028408,0.61507,0.9888,37.2,-80.6,9.7948,0.38594,-3.4003e-7,0.86679,-6.7524e-4,1705.5,0,0.58512,0.0079262,120.48,108.92,1.4688,0.26448,8436584,0,10.855,0.53484,0.53509,0.35613,0.049625,0.12909,0.068091,0.10004,-6.5062e-5,0,0,0,0,3.9365e-5,0.010278,7.87,48.645,88.48,-0.0084863,NaN,5.6274,851.74,334.71,0.01,0.36472
7.4202,1260.8,88.314,-16.112,88.316,16.141,14.013,-0.0069521,14.013,-0.028426,0.60531,0.96267,37.2,-80.6,9.7948,0.3749,-3.4151e-7,1.0205,-4.1235e-4,1705.5,0,0.58512,0.0079262,120.5,108.92,1.4709,0.264,8420582,0,10.814,0.5348,0.53503,0.35614,0.049606,0.12906,0.066109,0.097403,1.8959e-5,0,0,0,0,5.4768e-5,0.01026,7.87,48.645,88.47,-0.0084723,NaN,5.6216,851.64,334.71,0.01,0.36497
7.4302,1261.7,88.153,-16.088,88.155,16.115,14.019,-0.0069594,14.019,-0.028443,0.59583,0.93406,37.2,-80.6,9.7948,0.3625,-3.4106e-7,1.1692,-4.1901e-4,1705.5,0,0.58512,0.0079262,120.52,108.92,1.4734,0.26352,8404607,0,10.772,0.53476,0.53498,0.35614,0.049588,0.12903,0.063887,0.094519,2.6774e-4,0,0,0,0,7.2152e-5,0.010241,7.87,48.645,88.459,-0.008525,NaN,5.6159,851.55,334.7,0.01,0.36516
7.4402,1262.6,87.992,-16.065,87.994,16.09,14.025,-0.0069666,14.025,-0.028461,0.58664,0.90316,37.2,-80.6,9.7948,0.34883,-3.4309e-7,1.3125,-3.3333e-4,1705.5,0,0.58512,0.0079262,120.54,108.92,1.476,0.26304,8388659,0,10.731,0.53472,0.53492,0.35615,0.049569,0.129,0.06144,0.090406,1.9921e-4,0,0,0,0,9.1251e-5,0.010222,7.87,48.645,88.447,-0.0086173,NaN,5.6102,851.45,334.7,0.01,0.36539
7.4502,1263.5,87.832,-16.041,87.834,16.065,14.031,-0.0069738,14.031,-0.028479,0.57777,0.86939,37.2,-80.6,9.7948,0.3336,-3.4158e-7,1.4492,-2.4943e-4,1705.5,0,0.58512,0.0079262,120.56,108.92,1.479,0.26257,8372735,0,10.69,0.53468,0.53486,0.35616,0.049551,0.12896,0.058717,0.086373,3.5438e-4,0,0,0,0,1.1165e-4,0.010204,7.87,48.645,88.433,-0.0087548,NaN,5.6044,851.36,334.7,0.01,0.36559
7.4602,1264.3,87.671,-16.018,87.673,16.039,14.036,-0.006981,14.036,-0.028496,0.5694,0.80463,37.2,-80.6,9.7948,0.30327,-3.4095e-7,1.5765,-8.2365e-5,1705.5,0,0.58512,0.0079262,120.61,108.92,1.4851,0.26209,8356771,0,10.648,0.53463,0.53479,0.35617,0.049532,0.12893,0.053306,0.079331,2.7501e-4,0,0,0,0,1.3262e-4,0.010185,7.87,48.645,88.418,-0.0089872,NaN,5.5987,851.27,334.69,0.01,0.36578
7.4702,1265.2,87.511,-15.996,87.513,16.013,14.042,-0.0069881,14.042,-0.028514,0.56168,0.73889,37.2,-80.6,9.7948,0.27209,-3.4101e-7,1.6916,2.3452e-4,1705.5,0,0.58512,0.0079262,120.66,108.92,1.4913,0.26161,8340834,0,10.607,0.53459,0.53471,0.35618,0.049514,0.1289,0.047759,0.071226,-1.5743e-4,0,0,0,0,1.5325e-4,0.010166,7.87,48.645,88.401,-0.0093436,NaN,5.593,851.17,334.69,0.01,0.36597
7.4802,1266.1,87.352,-15.973,87.353,15.988,14.048,-0.0069951,14.048,-0.028531,0.55463,0.67246,37.2,-80.6,9.7948,0.2402,-3.417e-7,1.7936,5.2471e-4,1705.5,0,0.58512,0.0079262,120.71,108.92,1.4978,0.26113,8324924,0,10.565,0.53455,0.53465,0.35619,0.049496,0.12886,0.042101,0.062819,1.388e-4,0,0,0,0,1.7293e-4,0.010148,7.87,48.645,88.384,-0.0098548,NaN,5.5874,851.08,334.68,0.01,0.36621
7.4902,1267,87.192,-15.951,87.194,15.963,14.053,-0.0070022,14.053,-0.028549,0.54823,0.60564,37.2,-80.6,9.7948,0.20773,-3.4167e-7,1.8829,3.5262e-4,1705.5,0,0.58512,0.0079262,120.76,108.92,1.5043,0.26066,8309042,0,10.524,0.53451,0.53458,0.3562,0.049477,0.12883,0.036358,0.054808,2.3803e-4,0,0,0,0,1.9127e-4,0.010129,7.87,48.645,88.366,-0.01041,NaN,5.5817,850.99,334.68,0.01,0.36652
7.5002,1267.8,87.032,-15.929,87.034,15.938,14.059,-0.0070091,14.059,-0.028566,0.54251,0.5389,37.2,-80.6,9.7948,0.17492,-3.4081e-7,1.9589,1.2691e-4,1705.5,0,0.58512,0.0079262,120.81,108.92,1.511,0.26018,8293187,0,10.484,0.53447,0.53452,0.35621,0.049459,0.1288,0.030571,0.045956,-4.0877e-4,0,0,0,0,2.0779e-4,0.010111,7.87,48.645,88.346,-0.010889,NaN,5.576,850.9,334.68,0.01,0.36671
7.5102,1268.7,86.873,-15.907,86.875,15.914,14.064,-0.007016,14.064,-0.028583,0.53742,0.4804,37.2,-80.6,9.7948,0.14583,-3.4055e-7,2.0226,1.4318e-4,1705.5,0,0.58512,0.0079262,120.86,108.92,1.5169,0.25971,8277377,0,10.443,0.53443,0.53446,0.35622,0.049441,0.12877,0.025453,0.038168,-8.7833e-5,0,0,0,0,2.2233e-4,0.010092,7.87,48.645,88.326,-0.011398,NaN,5.5704,850.8,334.67,0.01,0.3669
7.5202,1269.6,86.714,-15.885,86.716,15.89,14.069,-0.0070229,14.069,-0.0286,0.5329,0.42208,37.2,-80.6,9.7948,0.1165,-3.4149e-7,2.0745,5.6937e-5,1705.5,0,0.58512,0.0079262,120.9,108.92,1.5228,0.25923,8261594,0,10.403,0.53438,0.53441,0.35623,0.049423,0.12874,0.020308,0.030298,-2.7427e-4,0,0,0,0,2.3476e-4,0.010074,7.87,48.645,88.306,-0.011899,NaN,5.5647,850.71,334.67,0.01,0.36708
7.5302,1270.4,86.556,-15.863,86.557,15.867,14.075,-0.0070298,14.075,-0.028617,0.52897,0.36417,37.2,-80.6,9.7948,0.08707,-3.4157e-7,2.1145,3.9348e-4,1705.5,0,0.58512,0.0079262,120.95,108.92,1.5288,0.25876,8245836,0,10.363,0.53434,0.53436,0.35623,0.049405,0.1287,0.015158,0.022925,-1.1472e-5,0,0,0,0,2.4479e-4,0.010055,7.87,48.645,88.285,-0.012488,NaN,5.5591,850.62,334.67,0.01,0.36729
7.5402,1271.3,86.397,-15.841,86.399,15.844,14.08,-0.0070366,14.08,-0.028635,0.52562,0.30689,37.2,-80.6,9.7948,0.057639,-3.4172e-7,2.1431,2.5191e-4,1705.5,0,0.58512,0.0079262,121,108.92,1.5348,0.25829,8230105,0,10.323,0.5343,0.53431,0.35624,0.049387,0.12867,0.010021,0.014986,4.4201e-4,0,0,0,0,2.5238e-4,0.010037,7.87,48.645,88.264,-0.013091,NaN,5.5535,850.53,334.66,0.01,0.36748
7.5502,1272.2,86.239,-15.82,86.24,15.822,14.085,-0.0070435,14.085,-0.028652,0.52283,0.25111,37.2,-80.6,9.7948,0.028663,-3.4158e-7,2.1599,3.121e-5,1705.5,0,0.58512,0.0079262,121.05,108.92,1.5408,0.25782,8214400,0,10.283,0.53426,0.53426,0.35625,0.04937,0.12864,0.0049767,0.0070751,-3.9177e-4,0,0,0,0,2.5731e-4,0.010019,7.87,48.645,88.242,-0.01369,NaN,5.5479,850.43,334.66,0.01,0.36767
7.5602,1273,86.081,-15.797,86.082,15.799,14.09,-0.0070503,14.09,-0.028669,0.52047,0.22206,37.2,-80.6,9.7948,0.013102,-3.4166e-7,2.1674,0.0015694,1705.5,0,0.58512,0.0079262,121.07,108.92,1.5439,0.25735,8198781,0,10.244,0.53422,0.53422,0.35626,0.049352,0.12861,0.0022733,0.0031993,-4.1163e-4,0,0,0,0,2.6004e-4,0.01,7.87,48.645,88.221,-0.014357,NaN,5.5423,850.34,334.66,0.01,0.36786
7.5702,1273.9,85.923,-15.775,85.924,15.777,14.095,-0.0070571,14.095,-0.028686,0.51839,0.19359,37.2,-80.6,9.7948,0.0022948,-3.4166e-7,-2.169,0.017954,1705.5,0,0.58512,0.0079262,121.09,108.92,1.5461,0.25688,8183186,0,10.205,0.53418,0.53418,0.35627,0.049334,0.12858,3.9795e-4,9.6924e-4,7.425e-5,0,0,0,0,-2.6139e-4,0.0099818,7.87,48.645,88.199,-0.01511,NaN,5.5367,850.25,334.65,0.01,0.36804
7.5802,1274.8,85.765,-15.753,85.767,15.754,14.101,-0.0070639,14.101,-0.028703,0.51659,0.16575,37.2,-80.6,9.7948,0.017471,-3.4161e-7,-2.1645,0.0032278,1705.5,0,0.58512,0.0079262,121.06,108.92,1.5429,0.25641,8167617,0,10.166,0.53414,0.53414,0.35628,0.049317,0.12855,0.0030317,0.0045828,2.33e-4,0,0,0,0,-2.6126e-4,0.0099635,7.87,48.645,88.177,-0.01592,NaN,5.5311,850.16,334.65,0.01,0.36824
7.5902,1275.6,85.608,-15.732,85.609,15.732,14.106,-0.0070707,14.106,-0.02872,0.51507,0.1386,37.2,-80.6,9.7947,0.032372,-3.4164e-7,-2.1545,0.0023382,1705.5,0,0.58512,0.0079262,121.04,108.92,1.5397,0.25594,8152072,0,10.127,0.5341,0.5341,0.35629,0.049299,0.12852,0.005621,0.0086117,3.7476e-4,0,0,0,0,-2.598e-4,0.0099452,7.87,48.645,88.156,-0.016813,NaN,5.5255,850.07,334.65,0.01,0.36851
